B,pet_name,pet_type,breed,age,weight,color,birth_date,owner_name,owner_email,owner_address,owner_city,owner_state,owner_country,owner_postal_code,vaccinated,neutered,microchip_id,vet_name,vet_phone,groomer_name,groomer_phone,food_brand,food_quantity,food_frequency,exercise_duration,exercise_frequency,sleep_duration,temperament,favorite_toy,favorite_treat,grooming_needs
852,Isis,dog,Labrador Retriever,14,59.2,orange,7/18/2010,Isis McKeefry,ileetenn@google.de,86047 Bellgrove Center,Panjerrejo,,Indonesia,,true,false,2431622691,Isis Openshaw,894-773-4433,Isis Leete,252-116-4709,Iams,3.03,once a day,110.4,weekly,12.8,friendly,stuffed animal,carrot,high
853,Richie,dog,Goldfish,14,81.6,brown,9/7/2012,Richie Hainey`,rgormleyno@redcross.org,9459 Marquette Place,Sadananya,,Indonesia,,true,true,8125823833,Richie Spragge,590-176-3906,Richie Gormley,383-389-1572,Hill's Science Diet,5.43,three times a day,88.8,weekly,9.9,friendly,stuffed animal,bird seed,moderate
854,Cally,fish,Holland Lop,8,6.6,black,5/14/2009,Cally Casburn,cmacgregornp@biblegateway.com,5 Dwight Pass,Gurra e Vogël,,Albania,,false,false,5677754062,Cally Legat,492-240-2350,Cally MacGregor,174-399-4224,Royal Canin,9.12,once a day,8,daily,22.9,shy,stuffed animal,carrot,low
855,Abelard,cat,Holland Lop,2,92.5,black,3/7/2009,Abelard Beamiss,adellenbachnq@pen.io,4214 Spenser Point,Pnikut,,Ukraine,,true,false,7655155999,Abelard Josifovic,959-894-1542,Abelard Dellenbach,976-489-6234,Hill's Science Diet,2.88,three times a day,16.8,weekly,19.5,calm,laser pointer,dog biscuit,low
856,Cristine,fish,Labrador Retriever,9,62.6,black,9/9/2003,Cristine Myner,celsmerenr@freewebs.com,45 Marcy Avenue,Nanfeng,,China,,true,true,7656917678,Cristine Spurway,533-798-5698,Cristine Elsmere,417-993-3072,Blue Buffalo,8.61,three times a day,96.5,weekly,6.7,playful,ball,dog biscuit,low
857,Zack,dog,Holland Lop,0,44.9,brown,7/29/2009,Zack Legging,zransomns@hubpages.com,683 Sunbrook Plaza,Xinchengpu,,China,,true,true,7247574454,Zack Deeprose,685-953-8888,Zack Ransom,387-632-4172,Blue Buffalo,9.35,once a day,79.3,daily,14.9,friendly,ball,bird seed,low
858,Calli,bird,Holland Lop,14,79,gray,4/3/2017,Calli Semmence,cfisonnt@merriam-webster.com,9048 Morningstar Hill,Lidu,,China,,false,false,5567729888,Calli Lendrem,850-633-9530,Calli Fison,129-741-0883,Iams,7.79,three times a day,25.6,weekly,10.8,calm,stuffed animal,fish flakes,high
859,Tedda,dog,Labrador Retriever,0,49.6,brown,3/19/2008,Tedda Ryland,tquidenhamnu@admin.ch,57 Muir Court,Micheng,,China,,false,true,7886197046,Tedda Bothe,706-957-4985,Tedda Quidenham,279-467-2489,Iams,7.65,three times a day,87.5,3 times a week,15.6,playful,ball,bird seed,high
860,Saw,bird,Goldfish,9,50.9,white,9/12/2017,Saw Hartfield,sbaldinnv@hc360.com,58 Westport Trail,Baranusa,,Indonesia,,true,true,8162260910,Saw Tuffs,308-162-2956,Saw Baldin,702-415-8317,Iams,5.25,three times a day,4.7,3 times a week,22.3,friendly,chew toy,dog biscuit,low
861,Elset,bird,Holland Lop,14,11.9,gray,6/17/2010,Elset Trumpeter,ewethnw@baidu.com,24 Cody Point,Northern Suburbs Mc,New South Wales,Australia,1694,false,true,5227236728,Elset Whitney,630-871-3845,Elset Weth,698-505-2093,Blue Buffalo,2.77,once a day,83.9,weekly,11.4,playful,feather wand,catnip,low
862,Olia,fish,Holland Lop,2,95.1,black,5/27/2017,Olia Penhaligon,omcveaghnx@buzzfeed.com,937 Morrow Point,Jinhua,,China,,false,false,7616841176,Olia Estevez,467-421-6791,Olia McVeagh,763-481-4929,Iams,2.24,three times a day,67.6,3 times a week,14.6,energetic,chew toy,fish flakes,low
863,Ximenes,fish,Goldfish,0,56.9,black,12/26/2004,Ximenes Parsall,xaglioneny@webnode.com,2622 Hovde Court,Ortega,,Colombia,735517,false,true,1828458753,Ximenes Bennis,676-232-4984,Ximenes Aglione,365-705-9690,Blue Buffalo,0.48,twice a day,16.4,daily,11.5,shy,stuffed animal,carrot,moderate
864,Ciro,rabbit,Goldfish,19,33.7,white,7/4/2010,Ciro Di Biasio,ccornelynz@cam.ac.uk,33390 Maywood Pass,Nacaome,,Honduras,,true,false,5639408058,Ciro Buckoke,677-937-6786,Ciro Cornely,443-993-2843,Iams,0.99,three times a day,79.5,daily,21.5,friendly,feather wand,dog biscuit,low
865,Donny,fish,Goldfish,20,27,gray,11/8/2014,Donny Itzkovwich,dvickarmano0@vimeo.com,31 Colorado Court,Yonglong,,China,,true,false,7145075284,Donny Churchlow,374-753-9838,Donny Vickarman,893-262-1073,Hill's Science Diet,0.75,twice a day,21,3 times a week,9.6,playful,stuffed animal,fish flakes,moderate
866,Tabbatha,dog,Goldfish,10,41,white,3/1/2021,Tabbatha Tomlin,ttranckleo1@guardian.co.uk,85275 Bay Parkway,Cabagan,,Philippines,3328,true,false,3892607211,Tabbatha Ivashintsov,553-918-5667,Tabbatha Tranckle,448-520-3844,Hill's Science Diet,5.36,three times a day,89.5,3 times a week,4.1,shy,chew toy,dog biscuit,moderate
867,Brade,rabbit,Parakeet,10,25.7,brown,3/28/2018,Brade Dericut,bpineo2@edublogs.org,96107 Sage Junction,Kadudampit,,Indonesia,,false,true,6971085954,Brade Clever,581-405-7260,Brade Pine,348-834-7313,Hill's Science Diet,6.74,three times a day,102.9,3 times a week,1.1,shy,stuffed animal,fish flakes,moderate
868,Emma,dog,Labrador Retriever,0,10.7,gray,1/22/2000,Emma Shinn,ecollidgeo3@alexa.com,00 Hagan Parkway,Jiancheng,,China,,true,false,7877994759,Emma Van Der Walt,328-297-8707,Emma Collidge,891-504-3288,Purina,5.11,twice a day,109.6,weekly,16,calm,chew toy,catnip,moderate
869,Kara,fish,Goldfish,18,45.3,brown,12/3/2022,Kara Commuzzo,kjollieo4@hugedomains.com,203 Ryan Junction,Moussoro,,Chad,,true,false,7698208906,Kara Checkley,295-771-2136,Kara Jollie,437-545-2773,Iams,0.35,three times a day,114.2,weekly,5.2,shy,laser pointer,dog biscuit,low
870,Bobby,fish,Labrador Retriever,2,53.4,gray,6/13/2001,Bobby Stean,bbrantlo5@businessweek.com,4358 Browning Pass,Huanren,,China,,true,true,9686649182,Bobby Christoffe,867-960-8138,Bobby Brantl,606-528-3876,Iams,7.95,twice a day,17,weekly,6.7,calm,ball,dog biscuit,moderate
871,Claus,fish,Holland Lop,6,76.7,orange,6/17/2008,Claus Corday,crosebothamo6@ted.com,3319 Transport Road,Garango,,Burkina Faso,,true,true,5264391728,Claus Labarre,633-502-9121,Claus Rosebotham,733-334-5811,Hill's Science Diet,2.58,twice a day,73.8,3 times a week,10.7,friendly,stuffed animal,dog biscuit,high
872,Rebecka,fish,Goldfish,10,91.6,brown,8/27/2016,Rebecka Peartree,rsamudioo7@google.nl,5 Prairieview Alley,Samaro,,Pakistan,69350,false,true,7965464310,Rebecka Ugoletti,231-971-4109,Rebecka Samudio,440-799-3478,Hill's Science Diet,4.34,once a day,112.2,weekly,20.9,playful,ball,bird seed,low
873,Belle,bird,Holland Lop,10,36.9,white,1/22/2022,Belle Beatey,bmcettricko8@nsw.gov.au,68342 Banding Pass,Dzhayrakh,,Russia,309273,false,false,2663281185,Belle McDavitt,197-523-0104,Belle Mcettrick,676-844-3088,Royal Canin,7.04,three times a day,7.6,weekly,21.5,playful,chew toy,bird seed,moderate
874,Shanan,bird,Siamese,12,23.3,brown,7/5/2010,Shanan Roja,sstratiffo9@nymag.com,5 Sunnyside Road,Shuangbaiyang,,China,,false,true,5423581954,Shanan Milton,705-823-1083,Shanan Stratiff,194-318-5803,Purina,5.78,twice a day,66.8,3 times a week,16.2,shy,laser pointer,catnip,high
875,Tobin,dog,Goldfish,12,3.9,gray,6/13/2018,Tobin Hollingshead,tnylesoa@qq.com,7 Hagan Plaza,Cikondang,,Indonesia,,true,false,7099423562,Tobin Ricardou,395-494-4847,Tobin Nyles,256-732-6224,Hill's Science Diet,0.85,twice a day,74.5,3 times a week,7.8,friendly,chew toy,catnip,high
876,Erick,dog,Siamese,3,43.1,black,4/5/2018,Erick McKag,edurningob@github.com,516 Monument Way,Khōshī,,Afghanistan,,true,false,4586884627,Erick Fryman,734-530-2882,Erick Durning,219-889-1205,Blue Buffalo,6.56,once a day,78.6,daily,21.1,energetic,stuffed animal,carrot,low
877,Jules,cat,Goldfish,18,64.8,brown,2/17/2014,Jules Cridland,jcoyshoc@jigsy.com,6903 Mockingbird Circle,Chengdong,,China,,true,true,8577678882,Jules Giacaponi,579-769-1483,Jules Coysh,636-754-5958,Blue Buffalo,2.02,three times a day,99.8,daily,22.1,energetic,ball,dog biscuit,low
878,Corene,rabbit,Labrador Retriever,4,46.3,gray,9/18/2006,Corene Acutt,cmacchaellod@ucoz.com,15937 Florence Plaza,Laranjeiras,,Brazil,49170-000,true,true,3939752381,Corene Hunton,312-793-1470,Corene MacChaell,223-621-1316,Royal Canin,0.12,once a day,62.5,3 times a week,15.5,playful,laser pointer,fish flakes,high
879,Dee,bird,Siamese,11,35.9,gray,7/27/2016,Dee Meggison,dovitzoe@networksolutions.com,253 Harbort Hill,Ōbu,,Japan,474-0074,true,false,6393034607,Dee O'Doireidh,479-651-2766,Dee Ovitz,720-727-1542,Hill's Science Diet,4.43,once a day,91.1,weekly,18.6,playful,laser pointer,catnip,moderate
880,Dennis,cat,Siamese,2,38.6,gray,1/16/2004,Dennis Pooke,dbogartof@xrea.com,38 Logan Way,Malikisi,,Kenya,,false,true,9838202831,Dennis Chasemoore,433-846-1187,Dennis Bogart,168-189-8250,Hill's Science Diet,9.27,twice a day,41.7,3 times a week,4.5,friendly,stuffed animal,carrot,high
881,Regina,rabbit,Labrador Retriever,6,7.4,gray,1/31/2002,Regina Laurencot,rcamiesog@furl.net,53927 Butternut Point,Lobuk,,Indonesia,,false,false,6017656658,Regina Ambrozewicz,176-842-4799,Regina Camies,549-713-5684,Hill's Science Diet,3.45,twice a day,103.8,weekly,20.3,friendly,feather wand,bird seed,low
882,Melamie,cat,Goldfish,0,41.1,orange,4/9/2005,Melamie Kingsnode,mbottbyoh@npr.org,376 Milwaukee Terrace,Gayam,,Indonesia,,false,false,1772929355,Melamie Fredi,634-331-9212,Melamie Bottby,544-925-1957,Purina,6.6,twice a day,55.4,3 times a week,2.9,playful,feather wand,bird seed,high
883,Daron,dog,Labrador Retriever,3,56.7,gray,6/30/2004,Daron Clive,dmccurryoi@redcross.org,010 Russell Crossing,Góra,,Poland,56-200,false,true,3341857510,Daron Brahms,589-253-2294,Daron McCurry,600-700-2137,Purina,2.52,twice a day,86.4,weekly,16.1,energetic,chew toy,fish flakes,high
884,Silva,cat,Siamese,18,52.3,orange,4/26/2021,Silva Seldner,sdooheyoj@nytimes.com,7 Susan Place,Vitry-sur-Seine,Île-de-France,France,94409 CEDEX,true,false,9008458960,Silva Kohnemann,651-182-7002,Silva Doohey,417-738-3722,Royal Canin,1.33,twice a day,77,weekly,18.3,playful,chew toy,dog biscuit,moderate
885,Nolly,rabbit,Labrador Retriever,13,70.6,brown,10/31/2015,Nolly Lejeune,nbardellok@theglobeandmail.com,7877 Hanover Hill,Bestovje,,Croatia,10437,true,false,5059392108,Nolly Bertelsen,754-493-3006,Nolly Bardell,554-528-7577,Blue Buffalo,8.43,three times a day,71.8,weekly,15.5,calm,chew toy,bird seed,moderate
886,Roosevelt,fish,Labrador Retriever,2,38.7,orange,7/31/2017,Roosevelt Guilleton,roheagertieol@chronoengine.com,3477 Oak Terrace,Pinheiral,,Brazil,27197-000,true,false,3463950008,Roosevelt Muckersie,503-170-8052,Roosevelt O'Heagertie,825-446-4085,Hill's Science Diet,7.94,twice a day,49.7,weekly,12.2,shy,laser pointer,dog biscuit,low
887,Hersh,bird,Goldfish,0,64.3,black,6/30/2007,Hersh Spurrett,hpoundsom@princeton.edu,93283 Nevada Court,Cayambe,,Ecuador,,true,false,7079252216,Hersh Kun,811-673-7361,Hersh Pounds,627-243-2816,Blue Buffalo,4.63,three times a day,16.5,weekly,4.9,calm,stuffed animal,catnip,low
888,Gert,cat,Parakeet,9,13.2,gray,7/1/2003,Gert Parkhouse,gpayson@liveinternet.ru,99446 Holy Cross Pass,Qingnianlu,,China,,false,true,8787346707,Gert Loveday,187-374-5052,Gert Pays,718-845-6590,Royal Canin,2.22,three times a day,32.1,weekly,6.7,playful,laser pointer,dog biscuit,low
889,Ky,cat,Labrador Retriever,8,50.7,gray,12/31/2017,Ky Hellwing,kvennardoo@jugem.jp,1 Hansons Street,Kisasa,,Tanzania,,false,true,4909910875,Ky Moohan,397-516-7928,Ky Vennard,305-553-7799,Purina,7.31,twice a day,36.5,weekly,7.2,playful,feather wand,fish flakes,low
890,Cathyleen,cat,Holland Lop,17,40.2,black,9/28/2016,Cathyleen Sherston,csuddickop@sohu.com,0864 Mandrake Plaza,Maythalūn,,Palestinian Territory,,false,false,9149982186,Cathyleen Carah,996-198-5827,Cathyleen Suddick,673-793-4295,Royal Canin,9.88,once a day,67.8,weekly,23.4,friendly,stuffed animal,fish flakes,moderate
891,Pace,rabbit,Labrador Retriever,16,43.6,white,7/6/2022,Pace Holdin,pcammelloq@theatlantic.com,99505 Butternut Junction,Zlatni Pyasatsi,,Bulgaria,9194,false,false,2895817924,Pace Koeppe,664-181-0610,Pace Cammell,350-362-6859,Royal Canin,6.83,three times a day,64.5,daily,18.1,playful,chew toy,bird seed,high
892,Cari,dog,Labrador Retriever,0,94.8,white,6/4/2017,Cari Boeck,clutzor@t-online.de,3928 Erie Hill,Imaan,,Indonesia,,false,true,2534790715,Cari Whittington,306-562-2023,Cari Lutz,865-661-3407,Royal Canin,7.15,twice a day,45.8,3 times a week,0.1,shy,feather wand,carrot,moderate
893,Gibby,bird,Parakeet,2,90.6,orange,8/15/2019,Gibby Whellams,gocarneyos@businessweek.com,3509 Florence Alley,Kamiiso,,Japan,501-0531,true,true,9206542846,Gibby Huikerby,790-767-3995,Gibby O'Carney,810-579-3603,Blue Buffalo,7.96,twice a day,16.4,weekly,5.7,friendly,feather wand,carrot,high
894,Cecilius,bird,Goldfish,11,29.4,brown,3/19/2012,Cecilius Tolan,csharmanot@usda.gov,2 Birchwood Center,Göteborg,Västra Götaland,Sweden,415 07,false,false,7211512641,Cecilius Romeuf,667-981-5597,Cecilius Sharman,791-850-9902,Iams,6.37,once a day,64.4,weekly,18.5,shy,chew toy,catnip,low
895,Jaime,dog,Goldfish,5,59.9,white,3/12/2013,Jaime Mishow,jkimberleyou@wikimedia.org,463 Reinke Alley,Angers,Pays de la Loire,France,49937 CEDEX 9,true,false,4572378530,Jaime Southon,490-451-0563,Jaime Kimberley,784-967-3955,Blue Buffalo,2.8,three times a day,23.9,daily,12.6,playful,laser pointer,bird seed,low
896,Conny,rabbit,Goldfish,2,67.5,orange,12/9/2011,Conny Novic,cshovlarov@i2i.jp,3 Pennsylvania Park,Sinyavino,,Russia,187327,false,false,5765264637,Conny Garnul,394-111-0781,Conny Shovlar,581-412-1660,Blue Buffalo,0.96,three times a day,51.5,daily,4.9,energetic,chew toy,catnip,low
897,Pearl,dog,Labrador Retriever,16,68.6,gray,8/29/2000,Pearl Gorrick,ppalkow@archive.org,7555 Nevada Alley,Tyazhinskiy,,Russia,652240,true,false,9751834184,Pearl Elland,195-168-0631,Pearl Palk,624-423-3936,Royal Canin,1.38,twice a day,18.6,weekly,5.2,friendly,laser pointer,dog biscuit,low
898,Cassandry,dog,Goldfish,14,92.9,black,11/5/2014,Cassandry Huxton,cbriceox@jimdo.com,1903 Gina Alley,Karlskrona,Blekinge,Sweden,371 23,false,false,9873933025,Cassandry Alp,993-940-1062,Cassandry Brice,193-568-4913,Royal Canin,8.54,once a day,74.7,weekly,8.6,calm,stuffed animal,catnip,high
899,Dar,rabbit,Holland Lop,18,51.2,brown,7/14/2018,Dar Sturdey,drealyoy@slate.com,8 Lerdahl Parkway,Knoxville,Tennessee,United States,37931,false,true,1152279864,Dar McAleese,865-962-7997,Dar Realy,178-474-3627,Purina,9.93,twice a day,12.4,weekly,14.7,calm,feather wand,carrot,low
900,Dyane,bird,Parakeet,5,67.1,white,2/16/2022,Dyane Few,dhairsoz@umn.edu,3161 Kinsman Circle,Mancilang,,Philippines,1219,true,true,8763344929,Dyane Chomley,603-628-5859,Dyane Hairs,636-870-8578,Hill's Science Diet,7.85,once a day,103.8,daily,12.3,calm,chew toy,catnip,moderate
901,Sapphira,dog,Goldfish,14,39.9,brown,1/17/2015,Sapphira Drinan,ssauvanp0@drupal.org,25 South Lane,Az̧ Z̧a‘āyin,,Qatar,,true,false,8021161503,Sapphira Jepp,650-278-0338,Sapphira Sauvan,203-322-6512,Iams,6.71,three times a day,93.3,3 times a week,4,calm,chew toy,catnip,moderate
902,Jarred,cat,Labrador Retriever,16,76.2,orange,6/4/2016,Jarred Chagg,jjannequinp1@friendfeed.com,90 Transport Center,Neyvo-Rudyanka,,Russia,624170,false,false,7666247218,Jarred Eggleson,332-180-0779,Jarred Jannequin,130-646-3360,Blue Buffalo,6.85,once a day,99.8,weekly,19.3,shy,ball,carrot,high
903,Goraud,bird,Parakeet,20,9.1,black,7/11/2002,Goraud Mowles,ggrangerp2@umn.edu,293 Bunting Trail,Turi,,Indonesia,,true,false,1214366685,Goraud Carrane,798-662-2323,Goraud Granger,592-165-8048,Royal Canin,7.28,once a day,29.4,3 times a week,11.8,calm,laser pointer,bird seed,moderate
904,Glenna,bird,Siamese,7,10.8,white,10/26/2008,Glenna Libermore,gcorkp3@twitpic.com,9 Eggendart Court,Corona,California,United States,92883,false,false,4705834847,Glenna Brecher,626-897-6370,Glenna Cork,225-426-7925,Royal Canin,7.57,three times a day,46.7,3 times a week,9.9,calm,laser pointer,carrot,moderate
905,Halli,rabbit,Siamese,17,54.5,white,1/15/2013,Halli Alfuso,hmacchaellp4@wsj.com,725 Union Park,El Monte,,Chile,,false,true,7049229670,Halli Van Der Weedenburg,830-288-7231,Halli MacChaell,153-413-0883,Iams,0.86,twice a day,96,daily,7.9,friendly,feather wand,bird seed,high
906,Shoshanna,fish,Parakeet,7,46.1,white,1/7/2010,Shoshanna Feely,sfernehoughp5@bandcamp.com,67 Boyd Lane,Malekān,,Iran,,true,true,4285339003,Shoshanna Schiesterl,352-119-6479,Shoshanna Fernehough,752-534-6133,Iams,9.55,once a day,115.5,3 times a week,1.7,friendly,laser pointer,fish flakes,moderate
907,Valentine,cat,Parakeet,15,12.8,white,5/27/2005,Valentine Rosendahl,vcoep6@accuweather.com,5852 Merchant Lane,Shengshan,,China,,true,false,6323602730,Valentine Richemond,388-594-5235,Valentine Coe,848-417-9963,Purina,6.93,once a day,110.8,daily,17.6,friendly,laser pointer,dog biscuit,low
908,Rolph,bird,Labrador Retriever,2,31.7,black,2/17/2010,Rolph Cholmondeley,rweondp7@reverbnation.com,221 Boyd Junction,Xiangyangpu,,China,,true,false,4763726604,Rolph Lacknor,749-693-2862,Rolph Weond,180-347-3606,Blue Buffalo,6.29,twice a day,104.3,daily,14.3,playful,feather wand,catnip,high
909,Ola,dog,Goldfish,11,91,gray,7/6/2000,Ola Aslin,ocornilsp8@berkeley.edu,7428 Manufacturers Crossing,Corail,,Haiti,,false,false,8512157093,Ola Lugg,895-361-0253,Ola Cornils,809-736-1110,Iams,4.34,twice a day,6.4,daily,10.3,energetic,laser pointer,carrot,high
910,Jolee,bird,Goldfish,1,17.7,gray,9/1/2001,Jolee Skerritt,jkestlep9@nyu.edu,92 Hauk Point,Trinidad,,Cuba,,false,true,8797298488,Jolee Gristhwaite,219-409-3380,Jolee Kestle,511-428-6233,Hill's Science Diet,8.33,twice a day,54.6,daily,11.3,energetic,stuffed animal,catnip,low
911,Morse,dog,Labrador Retriever,18,7.6,brown,5/19/2010,Morse Sillitoe,mhoweypa@oaic.gov.au,35604 Rusk Road,Antabamba,,Peru,,false,false,9015925826,Morse Mitkcov,923-104-2851,Morse Howey,650-666-1945,Iams,9.99,once a day,116.9,3 times a week,6,shy,stuffed animal,dog biscuit,high
912,Lyn,bird,Holland Lop,12,51,orange,12/20/2007,Lyn Croall,llambertspb@shop-pro.jp,3280 Lindbergh Hill,Ciudad Choluteca,,Honduras,,true,false,5801177268,Lyn Langland,610-800-7331,Lyn Lamberts,340-423-5994,Purina,1.26,three times a day,41.9,daily,8.7,friendly,ball,carrot,moderate
913,Brit,bird,Siamese,15,64.5,orange,2/10/2016,Brit Cherrie,bbegganpc@yandex.ru,40974 Killdeer Trail,Matamey,,Niger,,true,false,2068957561,Brit Fitchell,349-707-7380,Brit Beggan,411-854-8400,Iams,0.38,three times a day,114.3,3 times a week,18,energetic,laser pointer,fish flakes,high
914,Gun,rabbit,Parakeet,19,87.3,orange,3/23/2019,Gun Stotherfield,gbraemerpd@dell.com,03543 Ramsey Place,Luowan,,China,,true,true,9412131791,Gun Eccott,334-649-0124,Gun Braemer,112-154-7434,Hill's Science Diet,7.51,once a day,76,daily,14.5,calm,feather wand,dog biscuit,high
915,Herbert,rabbit,Goldfish,1,66.5,brown,2/20/2001,Herbert Valentino,hskittlespe@prweb.com,07 Luster Drive,Katuli,,Philippines,4212,true,false,6123363905,Herbert Spriggs,167-566-9587,Herbert Skittles,875-991-7125,Iams,2.78,three times a day,82.9,weekly,0.2,calm,ball,bird seed,low
916,Farley,bird,Goldfish,15,78.6,brown,5/28/2021,Farley Lyptrade,fgoodisonpf@nih.gov,4758 Westend Lane,Orong,,Indonesia,,false,true,8938724260,Farley Dacca,124-878-8328,Farley Goodison,367-480-5394,Hill's Science Diet,4.37,twice a day,15.4,weekly,12.8,energetic,feather wand,bird seed,low
917,Retha,dog,Goldfish,1,62.9,gray,11/9/2022,Retha Halfhyde,rkestonpg@dyndns.org,98401 Del Mar Drive,Corinto,,Brazil,39200-000,true,true,3040719205,Retha Hillen,758-404-5060,Retha Keston,641-909-1192,Iams,6.37,once a day,23,3 times a week,17.1,friendly,chew toy,carrot,moderate
918,Else,cat,Holland Lop,2,16.7,orange,10/16/2011,Else Wedge,ejowseyph@hc360.com,5253 Sycamore Trail,Bendan,,Indonesia,,true,false,9396169372,Else Gillice,416-873-5947,Else Jowsey,367-770-9960,Blue Buffalo,3.75,twice a day,17.7,weekly,0.7,friendly,stuffed animal,bird seed,moderate
919,Kynthia,dog,Siamese,14,73.3,black,11/15/2017,Kynthia Dethloff,kwalkingtonpi@webs.com,7 Village Way,Dalheim,,Luxembourg,L-5687,true,false,1627319150,Kynthia Mathewson,145-774-5179,Kynthia Walkington,957-477-9395,Hill's Science Diet,8.57,once a day,61.4,daily,20.6,energetic,ball,fish flakes,moderate
920,Maryjo,cat,Siamese,7,63.4,orange,8/21/2010,Maryjo Setch,mdunbobbinpj@usnews.com,4129 Summit Point,Hoogeveen,Provincie Drenthe,Netherlands,7909,true,false,5221364448,Maryjo Shreve,813-114-0988,Maryjo Dunbobbin,274-621-5805,Royal Canin,8.04,once a day,96.9,daily,13.3,playful,laser pointer,dog biscuit,high
921,Silvia,fish,Siamese,9,27.8,gray,11/29/2001,Silvia Baiden,swarinpk@tinypic.com,15 Bunting Alley,Belén,,Costa Rica,50504,true,true,5339169375,Silvia Dudny,496-974-4971,Silvia Warin,990-589-3920,Iams,2.21,twice a day,74.5,weekly,5.8,friendly,chew toy,dog biscuit,low
922,Goldi,rabbit,Holland Lop,4,30.8,white,5/3/2013,Goldi Firmin,gbeaumanpl@ehow.com,96 Stoughton Trail,Telnice,,Czech Republic,664 59,true,true,4666272109,Goldi Comellini,675-870-7302,Goldi Beauman,846-740-5886,Royal Canin,7.58,three times a day,99.4,3 times a week,18.1,shy,stuffed animal,bird seed,low
923,Jada,dog,Labrador Retriever,20,32.3,orange,11/17/2009,Jada Gronav,jglossuppm@etsy.com,700 Eagan Circle,Gaobu,,China,,false,true,1771320381,Jada Carville,811-287-3549,Jada Glossup,541-365-3027,Purina,6.11,once a day,39,daily,13.2,energetic,ball,carrot,moderate
924,Dee dee,rabbit,Parakeet,9,72.3,white,3/5/2010,Dee dee Oiller,ddeepn@nydailynews.com,4 Killdeer Lane,Mrongi Daja,,Indonesia,,false,false,9430598408,Dee dee Honywill,596-766-0221,Dee dee Kondratenya,107-332-4692,Purina,4.81,twice a day,74.6,weekly,0,energetic,chew toy,carrot,moderate
